Ticket_ID,Order_Timestamp,Location,Item_Sold,Quantity,Unit_Cost,Unit_Price,Total_Revenue,Total_Cost,Gross_Profit,Actual_Prep_Time_Min,Target_Prep_Time_Min,Time_Variance,Is_Late
TKT-003256,2026-06-26 19:13:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,7,5,2,No
TKT-003257,2026-03-03 14:34:00,"Ravet, Pune",Berry Iced Tea,2,40,180,360,80,280,9,5,4,No
TKT-003258,2026-04-16 22:14:00,"Ravet, Pune",Irani Chai & Bun Maska,3,30,120,360,90,270,11,5,6,Yes
TKT-003259,2026-04-17 21:43:00,"Viman Nagar, Pune",Premium Maharaja Thali,1,250,600,600,250,350,25,20,5,No
TKT-003260,2026-02-23 16:20:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,22,20,2,No
TKT-003261,2026-05-06 20:51:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,27,20,7,Yes
TKT-003262,2026-01-09 20:27:00,"FC Road, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,10,5,5,No
TKT-003263,2026-03-29 21:17:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,27,15,12,Yes
TKT-003264,2026-02-06 22:23:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,16,5,11,Yes
TKT-003265,2026-02-18 16:28:00,"Koregaon Park, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,22,20,2,No
TKT-003266,2026-02-10 20:15:00,"Ravet, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,22,15,7,Yes
TKT-003267,2026-01-17 13:25:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,5,5,0,No
TKT-003268,2026-03-29 14:53:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,12,12,0,No
TKT-003269,2026-01-21 22:22:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,27,15,12,Yes
TKT-003270,2026-02-20 20:12:00,"FC Road, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,26,20,6,Yes
TKT-003271,2026-02-28 12:26:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,3,140,350,1050,420,630,18,15,3,No
TKT-003272,2026-06-16 22:57:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,18,12,6,Yes
TKT-003273,2026-02-10 22:22:00,"Viman Nagar, Pune",Berry Iced Tea,3,40,180,540,120,420,19,5,14,Yes
TKT-003274,2026-02-08 20:52:00,"Ravet, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,19,5,14,Yes
TKT-003275,2026-05-21 20:21:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,29,15,14,Yes
TKT-003276,2026-01-11 21:27:00,"FC Road, Pune",Premium Maharaja Thali,1,250,600,600,250,350,23,20,3,No
TKT-003277,2026-05-27 19:38:00,"Koregaon Park, Pune",Spicy Miso Ramen,2,180,450,900,360,540,20,12,8,Yes
TKT-003278,2026-05-19 14:30:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,13,15,-2,No
TKT-003279,2026-03-18 15:34:00,"Ravet, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,17,15,2,No
TKT-003280,2026-05-07 19:28:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,26,15,11,Yes
TKT-003281,2026-02-15 19:36:00,"FC Road, Pune",Premium Maharaja Thali,1,250,600,600,250,350,25,20,5,No
TKT-003282,2026-02-14 19:57:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,20,15,5,No
TKT-003283,2026-01-01 20:29:00,"Ravet, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,18,15,3,No
TKT-003284,2026-06-17 20:24:00,"Viman Nagar, Pune",Berry Iced Tea,2,40,180,360,80,280,8,5,3,No
TKT-003285,2026-04-18 21:40:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,27,20,7,Yes
TKT-003286,2026-01-19 19:58:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,28,15,13,Yes
TKT-003287,2026-03-17 21:17:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,25,12,13,Yes
TKT-003288,2026-03-13 21:45:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,11,5,6,Yes
TKT-003289,2026-04-19 13:28:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,8,5,3,No
TKT-003290,2026-01-12 11:56:00,"Viman Nagar, Pune",Berry Iced Tea,3,40,180,540,120,420,9,5,4,No
TKT-003291,2026-06-10 19:43:00,"Koregaon Park, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,28,20,8,Yes
TKT-003292,2026-02-14 21:57:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,14,12,2,No
TKT-003293,2026-03-31 20:28:00,"FC Road, Pune",Premium Maharaja Thali,1,250,600,600,250,350,30,20,10,Yes
TKT-003294,2026-04-13 21:36:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,14,5,9,Yes
TKT-003295,2026-01-08 15:25:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,12,12,0,No
TKT-003296,2026-06-02 11:53:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,4,30,120,480,120,360,6,5,1,No
TKT-003297,2026-04-01 11:12:00,"Ravet, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,3,5,-2,No
TKT-003298,2026-06-23 19:57:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,27,20,7,Yes
TKT-003299,2026-03-28 19:42:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,23,15,8,Yes
TKT-003300,2026-06-07 19:14:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,15,5,10,Yes
TKT-003301,2026-06-24 22:13:00,"Koregaon Park, Pune",Spicy Miso Ramen,3,180,450,1350,540,810,26,12,14,Yes
TKT-003302,2026-06-26 11:37:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,7,5,2,No
TKT-003303,2026-06-24 21:10:00,"FC Road, Pune",Spicy Miso Ramen,3,180,450,1350,540,810,15,12,3,No
TKT-003304,2026-03-25 22:25:00,"FC Road, Pune",Irani Chai & Bun Maska,3,30,120,360,90,270,11,5,6,Yes
TKT-003305,2026-03-23 11:21:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,13,12,1,No
TKT-003306,2026-05-26 20:33:00,"FC Road, Pune",Spicy Miso Ramen,2,180,450,900,360,540,18,12,6,Yes
TKT-003307,2026-03-09 19:39:00,"FC Road, Pune",Premium Maharaja Thali,1,250,600,600,250,350,31,20,11,Yes
TKT-003308,2026-06-10 21:29:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,11,5,6,Yes
TKT-003309,2026-05-07 14:57:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,9,5,4,No
TKT-003310,2026-06-13 19:53:00,"Koregaon Park, Pune",Spicy Miso Ramen,3,180,450,1350,540,810,17,12,5,No
TKT-003311,2026-03-23 19:36:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,21,15,6,Yes
TKT-003312,2026-05-27 20:25:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,29,15,14,Yes
TKT-003313,2026-06-05 18:23:00,"Ravet, Pune",Berry Iced Tea,1,40,180,180,40,140,5,5,0,No
TKT-003314,2026-06-17 21:48:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,26,12,14,Yes
TKT-003315,2026-03-25 20:09:00,"Ravet, Pune",Berry Iced Tea,1,40,180,180,40,140,12,5,7,Yes
TKT-003316,2026-04-23 19:57:00,"Viman Nagar, Pune",Premium Maharaja Thali,1,250,600,600,250,350,28,20,8,Yes
TKT-003317,2026-03-17 21:38:00,"Ravet, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,17,5,12,Yes
TKT-003318,2026-05-02 20:15:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,33,20,13,Yes
TKT-003319,2026-05-23 21:14:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,16,5,11,Yes
TKT-003320,2026-02-10 16:40:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,11,12,-1,No
TKT-003321,2026-06-16 17:25:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,10,12,-2,No
TKT-003322,2026-01-02 20:20:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,32,20,12,Yes
TKT-003323,2026-01-29 21:00:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,28,20,8,Yes
TKT-003324,2026-04-15 22:31:00,"Ravet, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,24,15,9,Yes
TKT-003325,2026-02-20 19:01:00,"FC Road, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,22,20,2,No
TKT-003326,2026-03-16 21:24:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,12,5,7,Yes
TKT-003327,2026-01-10 20:41:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,3,30,120,360,90,270,17,5,12,Yes
TKT-003328,2026-05-22 21:02:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,23,15,8,Yes
TKT-003329,2026-02-20 20:21:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,18,5,13,Yes
TKT-003330,2026-04-28 22:31:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,11,5,6,Yes
TKT-003331,2026-05-01 22:17:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,32,20,12,Yes
TKT-003332,2026-02-08 22:05:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,27,15,12,Yes
TKT-003333,2026-01-28 19:54:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,16,12,4,No
TKT-003334,2026-01-03 19:20:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,14,12,2,No
TKT-003335,2026-03-25 11:47:00,"Viman Nagar, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,19,20,-1,No
TKT-003336,2026-06-04 11:01:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,4,5,-1,No
TKT-003337,2026-04-27 22:26:00,"Koregaon Park, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,31,20,11,Yes
TKT-003338,2026-01-02 20:20:00,"Ravet, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,18,5,13,Yes
TKT-003339,2026-04-03 21:37:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,17,5,12,Yes
TKT-003340,2026-06-15 20:45:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,26,15,11,Yes
TKT-003341,2026-05-11 22:42:00,"Viman Nagar, Pune",Spicy Miso Ramen,1,180,450,450,180,270,24,12,12,Yes
TKT-003342,2026-05-24 21:22:00,"Ravet, Pune",Berry Iced Tea,1,40,180,180,40,140,19,5,14,Yes
TKT-003343,2026-04-04 20:11:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,23,20,3,No
TKT-003344,2026-02-09 22:17:00,"Ravet, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,18,15,3,No
TKT-003345,2026-01-02 20:23:00,"Viman Nagar, Pune",Spicy Miso Ramen,3,180,450,1350,540,810,20,12,8,Yes
TKT-003346,2026-03-22 21:18:00,"Ravet, Pune",Berry Iced Tea,2,40,180,360,80,280,16,5,11,Yes
TKT-003347,2026-06-18 22:16:00,"Ravet, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,27,20,7,Yes
TKT-003348,2026-01-12 22:04:00,"FC Road, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,17,5,12,Yes
TKT-003349,2026-06-12 22:22:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,29,15,14,Yes
TKT-003350,2026-03-06 22:48:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,18,5,13,Yes
TKT-003351,2026-02-24 19:19:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,28,15,13,Yes
TKT-003352,2026-02-14 22:38:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,4,30,120,480,120,360,17,5,12,Yes
TKT-003353,2026-04-11 20:50:00,"Ravet, Pune",Berry Iced Tea,2,40,180,360,80,280,7,5,2,No
TKT-003354,2026-03-03 21:35:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,23,12,11,Yes
TKT-003355,2026-02-18 15:32:00,"Koregaon Park, Pune",Premium Maharaja Thali,3,250,600,1800,750,1050,23,20,3,No
TKT-003356,2026-05-07 19:22:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,15,12,3,No
TKT-003357,2026-06-02 22:40:00,"Ravet, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,21,15,6,Yes
TKT-003358,2026-01-23 17:04:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,5,5,0,No
TKT-003359,2026-06-01 20:21:00,"Viman Nagar, Pune",Spicy Miso Ramen,2,180,450,900,360,540,15,12,3,No
TKT-003360,2026-02-07 22:11:00,"Koregaon Park, Pune",Premium Maharaja Thali,4,250,600,2400,1000,1400,31,20,11,Yes
TKT-003361,2026-01-28 19:20:00,"Viman Nagar, Pune",Premium Maharaja Thali,1,250,600,600,250,350,24,20,4,No
TKT-003362,2026-01-21 22:29:00,"Viman Nagar, Pune",Spicy Miso Ramen,1,180,450,450,180,270,14,12,2,No
TKT-003363,2026-04-17 21:48:00,"FC Road, Pune",Irani Chai & Bun Maska,3,30,120,360,90,270,19,5,14,Yes
TKT-003364,2026-05-26 17:02:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,3,140,350,1050,420,630,15,15,0,No
TKT-003365,2026-06-13 20:57:00,"FC Road, Pune",Berry Iced Tea,2,40,180,360,80,280,8,5,3,No
TKT-003366,2026-04-09 20:46:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,8,5,3,No
TKT-003367,2026-06-22 19:30:00,"FC Road, Pune",Berry Iced Tea,3,40,180,540,120,420,7,5,2,No
TKT-003368,2026-04-29 20:40:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,22,12,10,Yes
TKT-003369,2026-03-14 14:00:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,15,12,3,No
TKT-003370,2026-05-02 19:19:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,20,12,8,Yes
TKT-003371,2026-01-30 21:20:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,29,15,14,Yes
TKT-003372,2026-04-18 22:29:00,"Koregaon Park, Pune",Spicy Miso Ramen,2,180,450,900,360,540,22,12,10,Yes
TKT-003373,2026-04-08 22:44:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,17,5,12,Yes
TKT-003374,2026-02-01 21:47:00,"Ravet, Pune",Irani Chai & Bun Maska,3,30,120,360,90,270,7,5,2,No
TKT-003375,2026-06-05 20:58:00,"Ravet, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,22,15,7,Yes
TKT-003376,2026-06-21 21:53:00,"Koregaon Park, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,26,20,6,Yes
TKT-003377,2026-03-20 20:46:00,"Ravet, Pune",Berry Iced Tea,2,40,180,360,80,280,10,5,5,No
TKT-003378,2026-02-10 21:38:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,18,5,13,Yes
TKT-003379,2026-03-04 19:15:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,7,5,2,No
TKT-003380,2026-01-23 19:59:00,"Koregaon Park, Pune",Spicy Miso Ramen,2,180,450,900,360,540,19,12,7,Yes
TKT-003381,2026-04-14 20:50:00,"Koregaon Park, Pune",Premium Maharaja Thali,3,250,600,1800,750,1050,32,20,12,Yes
TKT-003382,2026-03-16 21:26:00,"Koregaon Park, Pune",Spicy Miso Ramen,2,180,450,900,360,540,21,12,9,Yes
TKT-003383,2026-02-17 19:59:00,"Ravet, Pune",Mutton Seekh Kebabs,3,140,350,1050,420,630,25,15,10,Yes
TKT-003384,2026-06-09 19:31:00,"Viman Nagar, Pune",Berry Iced Tea,2,40,180,360,80,280,14,5,9,Yes
TKT-003385,2026-02-26 22:35:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,8,5,3,No
TKT-003386,2026-04-28 19:06:00,"Koregaon Park, Pune",Spicy Miso Ramen,2,180,450,900,360,540,14,12,2,No
TKT-003387,2026-04-10 22:29:00,"Ravet, Pune",Berry Iced Tea,2,40,180,360,80,280,12,5,7,Yes
TKT-003388,2026-05-04 19:03:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,13,5,8,Yes
TKT-003389,2026-06-10 22:04:00,"FC Road, Pune",Premium Maharaja Thali,1,250,600,600,250,350,34,20,14,Yes
TKT-003390,2026-06-01 19:26:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,14,5,9,Yes
TKT-003391,2026-06-16 16:29:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,14,15,-1,No
TKT-003392,2026-02-03 19:19:00,"Koregaon Park, Pune",Premium Maharaja Thali,4,250,600,2400,1000,1400,26,20,6,Yes
TKT-003393,2026-06-05 20:47:00,"Viman Nagar, Pune",Premium Maharaja Thali,1,250,600,600,250,350,26,20,6,Yes
TKT-003394,2026-06-14 19:39:00,"Ravet, Pune",Spicy Miso Ramen,2,180,450,900,360,540,15,12,3,No
TKT-003395,2026-01-07 22:09:00,"Koregaon Park, Pune",Spicy Miso Ramen,2,180,450,900,360,540,18,12,6,Yes
TKT-003396,2026-06-14 19:48:00,"Koregaon Park, Pune",Spicy Miso Ramen,2,180,450,900,360,540,22,12,10,Yes
TKT-003397,2026-02-25 19:08:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,22,15,7,Yes
TKT-003398,2026-03-06 22:36:00,"Viman Nagar, Pune",Spicy Miso Ramen,2,180,450,900,360,540,17,12,5,No
TKT-003399,2026-02-16 14:59:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,4,30,120,480,120,360,3,5,-2,No
TKT-003400,2026-05-28 20:30:00,"FC Road, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,17,15,2,No
TKT-003401,2026-01-19 22:03:00,"Viman Nagar, Pune",Berry Iced Tea,2,40,180,360,80,280,18,5,13,Yes
TKT-003402,2026-06-06 20:23:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,29,15,14,Yes
TKT-003403,2026-05-26 13:41:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,3,5,-2,No
TKT-003404,2026-06-12 13:01:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,24,20,4,No
TKT-003405,2026-06-20 22:36:00,"FC Road, Pune",Berry Iced Tea,2,40,180,360,80,280,17,5,12,Yes
TKT-003406,2026-05-06 21:18:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,22,15,7,Yes
TKT-003407,2026-05-19 22:05:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,14,5,9,Yes
TKT-003408,2026-02-18 20:21:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,10,5,5,No
TKT-003409,2026-04-23 22:45:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,19,5,14,Yes
TKT-003410,2026-02-07 20:51:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,20,15,5,No
TKT-003411,2026-03-05 19:11:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,19,5,14,Yes
TKT-003412,2026-03-10 13:02:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,6,5,1,No
TKT-003413,2026-05-16 21:46:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,31,20,11,Yes
TKT-003414,2026-06-11 18:10:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,19,15,4,No
TKT-003415,2026-06-25 11:22:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,6,5,1,No
TKT-003416,2026-04-26 14:42:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,13,12,1,No
TKT-003417,2026-03-06 19:16:00,"Viman Nagar, Pune",Spicy Miso Ramen,3,180,450,1350,540,810,24,12,12,Yes
TKT-003418,2026-01-31 20:24:00,"Viman Nagar, Pune",Spicy Miso Ramen,1,180,450,450,180,270,17,12,5,No
TKT-003419,2026-05-12 22:02:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,7,5,2,No
TKT-003420,2026-04-23 22:55:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,22,15,7,Yes
TKT-003421,2026-04-19 19:15:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,26,20,6,Yes
TKT-003422,2026-06-27 21:05:00,"FC Road, Pune",Spicy Miso Ramen,2,180,450,900,360,540,16,12,4,No
TKT-003423,2026-03-10 20:37:00,"Ravet, Pune",Berry Iced Tea,1,40,180,180,40,140,16,5,11,Yes
TKT-003424,2026-06-07 22:16:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,17,5,12,Yes
TKT-003425,2026-04-30 12:43:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,18,15,3,No
TKT-003426,2026-03-29 19:47:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,15,5,10,Yes
TKT-003427,2026-03-08 19:24:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,29,15,14,Yes
TKT-003428,2026-03-16 21:09:00,"Viman Nagar, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,24,20,4,No
TKT-003429,2026-02-14 20:42:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,26,20,6,Yes
TKT-003430,2026-01-04 15:55:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,6,5,1,No
TKT-003431,2026-06-03 19:59:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,8,5,3,No
TKT-003432,2026-06-04 22:05:00,"Viman Nagar, Pune",Premium Maharaja Thali,1,250,600,600,250,350,23,20,3,No
TKT-003433,2026-06-23 21:54:00,"FC Road, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,19,15,4,No
TKT-003434,2026-04-17 20:47:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,17,5,12,Yes
TKT-003435,2026-02-20 20:14:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,7,5,2,No
TKT-003436,2026-02-19 16:58:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,18,20,-2,No
TKT-003437,2026-01-06 17:16:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,14,15,-1,No
TKT-003438,2026-02-28 22:24:00,"Viman Nagar, Pune",Berry Iced Tea,2,40,180,360,80,280,19,5,14,Yes
TKT-003439,2026-05-05 19:24:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,3,140,350,1050,420,630,19,15,4,No
TKT-003440,2026-05-23 21:24:00,"FC Road, Pune",Berry Iced Tea,2,40,180,360,80,280,9,5,4,No
TKT-003441,2026-01-30 20:39:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,13,5,8,Yes
TKT-003442,2026-06-19 20:21:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,28,15,13,Yes
TKT-003443,2026-05-02 12:24:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,19,15,4,No
TKT-003444,2026-05-05 19:41:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,26,20,6,Yes
TKT-003445,2026-02-06 21:43:00,"Ravet, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,19,15,4,No
TKT-003446,2026-06-19 20:50:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,24,20,4,No
TKT-003447,2026-05-04 21:59:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,22,15,7,Yes
TKT-003448,2026-04-11 21:47:00,"Ravet, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,29,15,14,Yes
TKT-003449,2026-02-04 22:03:00,"Koregaon Park, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,32,20,12,Yes
TKT-003450,2026-03-28 21:28:00,"Koregaon Park, Pune",Premium Maharaja Thali,3,250,600,1800,750,1050,26,20,6,Yes
TKT-003451,2026-05-14 14:58:00,"Koregaon Park, Pune",Premium Maharaja Thali,3,250,600,1800,750,1050,23,20,3,No
TKT-003452,2026-01-18 20:52:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,15,5,10,Yes
TKT-003453,2026-04-23 21:26:00,"FC Road, Pune",Berry Iced Tea,2,40,180,360,80,280,19,5,14,Yes
TKT-003454,2026-01-29 22:48:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,17,12,5,No
TKT-003455,2026-03-18 19:36:00,"Viman Nagar, Pune",Berry Iced Tea,2,40,180,360,80,280,16,5,11,Yes
TKT-003456,2026-02-28 22:58:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,19,5,14,Yes
TKT-003457,2026-06-24 14:27:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,6,5,1,No
TKT-003458,2026-05-06 20:12:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,18,5,13,Yes
TKT-003459,2026-05-25 21:52:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,13,5,8,Yes
TKT-003460,2026-04-19 17:45:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,8,5,3,No
TKT-003461,2026-01-22 17:48:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,12,12,0,No
TKT-003462,2026-03-09 21:51:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,25,12,13,Yes
TKT-003463,2026-03-10 19:52:00,"Ravet, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,29,20,9,Yes
TKT-003464,2026-06-14 16:13:00,"Viman Nagar, Pune",Berry Iced Tea,2,40,180,360,80,280,6,5,1,No
TKT-003465,2026-02-18 19:37:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,7,5,2,No
TKT-003466,2026-05-21 22:52:00,"FC Road, Pune",Premium Maharaja Thali,1,250,600,600,250,350,31,20,11,Yes
TKT-003467,2026-06-11 21:41:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,13,5,8,Yes
